,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,label
0,-1.8878448692940804,6.997094780568807,2.507187790643741,-6.286675139056265,-4.49112360462032,-2.7799812632492786,-5.36986594685903,-2.1035036732501258,2.9070726915337843,-4.664285596037065,9.266108199494195,-4.034016949865823,-3.4453469753194184,-2.4703905511238875,8.385471834561947,-6.450862893926553,0
0,-1.5100479778609728,6.84277741076447,2.3183438427896066,-7.48785549759902,-5.264454700828463,-3.520539278707788,-5.560308496549019,-1.8410841047550854,2.38683907207747,-4.3183828097441666,7.919218485484495,-2.49561803769811,-4.173990352489843,-1.6033949353189911,8.331188741606635,-6.543132765373549,0
1,-3.3708916213038664,1.371751255660312,4.006629854292802,-6.463483092337455,-5.8882995240490725,-3.0252638894907276,6.229982507265605,-7.934843026058922,2.377922185630167,-2.3518226834195946,2.3547451349734265,-8.85231899708953,-3.8596397136638054,-5.856074064848475,8.601954000250952,-3.761076855795401,1
1,-3.399911863182665,1.1122973799036873,5.294482802560113,-6.105641226124619,-5.219811135742921,-2.4959964665417615,5.955074261619807,-7.215507039523272,1.1035913072109123,-2.720378239480207,1.3567719399490845,-8.459539449702659,-5.0904177613098485,-6.12751475509037,7.953950601024021,-3.581881403767385,1
1,-4.150126166796458,-0.16683442463381715,5.9820579044330655,-6.0367175022828965,-5.439508526023341,-2.7370891553197545,6.771648881639564,-5.938140251887702,1.2637767003925962,-2.068869204670375,2.089813560431269,-9.60729229289946,-4.192392359989455,-5.710652808249829,8.119396886423095,-3.77344861590791,1
1,-3.3685906985027336,1.487135242565663,5.934497009222942,-5.9340143860449786,-4.640921294221459,-2.341756600080638,5.926124016947976,-7.824224098243397,0.028438417551189143,-2.3102344751306623,1.889293536130627,-9.458441529038808,-4.545792014974926,-5.608630412699774,9.688734877268521,-4.03867061240737,1
1,-3.1415805266998564,0.4753347708680812,5.064708808610197,-5.656688333046068,-4.7167935658202,-3.049147300029782,5.962028516421665,-7.137142004738753,0.9832867524834259,-3.0454193529827642,3.0988718840250526,-9.16376998050865,-4.1032175180485835,-6.473922897306281,8.727755901511063,-3.94030422532069,1
0,-2.3386616571973216,7.221939263709134,3.2079714973949764,-7.5465794363235235,-5.2087008016747145,-3.444119611399457,-5.283789228829643,-1.9176395598895373,2.7138096872998716,-4.582669126616943,8.572469140296796,-2.77422391651266,-4.0897755714968955,-1.9074966803063418,8.30682315303677,-7.054524713738253,0
1,-3.8634618470187747,0.3481841711998076,5.132593391873071,-5.929603787867343,-5.669975128052688,-2.719980592908127,6.2178565093105975,-7.467793338836981,2.223899132131975,-2.6719207583233664,1.9754238577076813,-9.412568126339767,-3.9673672767381687,-6.313551557202801,9.023315761331544,-3.7724032422106974,1
0,-1.9049834167358153,7.3520604820575866,3.0571536054562047,-6.821145509951086,-4.487370167617943,-3.730837507518691,-5.579338352760858,-1.9931746331992677,2.4582965288833445,-4.864387486753576,7.822061351464665,-3.5569764441536087,-3.2001669544374716,-2.773372838112942,8.101457952234796,-6.011847706723641,0
0,-2.447757324638135,6.3542006018775945,2.7651545807410036,-6.359966677033821,-5.183378356648902,-3.420248554483658,-5.313635782718885,-2.322707240843901,2.75181823222121,-4.562367314867197,8.265838806246466,-3.559501420004366,-3.6840007175339706,-4.169250216277792,8.338988919972943,-7.36400714571868,0
1,-4.617835678336971,0.419457960736744,4.768066554114026,-7.199087698572799,-5.460902017638247,-3.086303177108152,6.086721898830198,-7.136643617630448,1.6161510226835332,-3.8084909302861627,2.3330017425177116,-9.63026015676388,-4.481548972519,-5.747492563818151,8.86114005296228,-3.81266688527026,1
1,-3.212440735884907,1.3902354572849474,5.674131543069479,-6.014821058203173,-4.940425570240256,-1.6471146781965877,6.663813887030691,-6.561837016642762,1.1590218149664793,-2.4209828048401736,2.5115198399438388,-8.402718218980747,-4.484648911859099,-5.842559234051814,9.247459168803402,-3.428607684509138,1
0,-1.7305334536109778,6.808470051755573,3.1792664968539874,-6.545909897842349,-5.073213893452465,-4.114878173872099,-5.397349950462744,-3.2318930682703284,2.552017045714271,-4.2438513096536195,8.402513933848436,-3.4486601073054164,-4.089491703477196,-1.5676790021282634,7.877147371555982,-6.402892609747824,0
0,-1.8029802633066159,7.087815807540431,2.369867231289753,-6.123439086933109,-4.205797313662704,-3.417352999172597,-5.447580982367099,-2.686459575038704,3.0946202056687575,-4.7755234625942,8.69811021929643,-3.3512636678810095,-2.8870687543465863,-2.1208251951982637,7.87187377406047,-7.410924606277873,0
1,-3.5661071073709696,0.47906355610586027,4.970671545986401,-6.449659489036096,-5.643526756522547,-2.6387025045885126,5.8770882782631615,-7.82033962656658,1.6947217473279597,-3.358462385957136,1.7936684693366958,-9.504236019556592,-4.845560755376053,-6.605000702040464,9.423267480370265,-3.818339854032936,1
0,-0.992659785697487,6.70728524137124,2.632259462487202,-7.090272836243746,-4.615084115231837,-4.221997332262822,-4.434334961406678,-1.7090628093815907,2.8645929079842234,-3.935668185487892,8.803029376585293,-3.2940398295989244,-4.234552767967862,-2.9547217982566285,7.936832669332328,-7.6653595993524934,0
1,-3.723419740236806,0.38948519501512424,5.11619641459856,-6.770006627899637,-4.701080105265208,-2.582835967326181,5.720633088536076,-7.237784899935361,0.7514502583335683,-3.7160473764084543,2.2373590245599404,-9.410776983263386,-4.388769450602573,-5.777598769581253,8.522453198588341,-4.931042591507545,1
0,-1.5847493601735576,7.233666013066271,2.0190504809357614,-7.257658724494316,-5.1534499802209,-3.9662352794660896,-4.578423468519759,-3.0957442346956063,2.9076641872640825,-4.0948630250786575,9.265235599555274,-2.407609211943467,-3.464876135110198,-2.912071473656928,9.005255406139096,-6.553271337016564,0
1,-3.0620091674821297,1.304720471132877,5.38766189591591,-6.650474201555063,-5.725727779599155,-2.8617159179303577,5.369828353197103,-7.243157388663811,2.1548863313127002,-2.811287235227652,1.1360190077989905,-8.514893533132675,-4.125434642389101,-6.054851004434977,9.186914664107988,-3.990774441499784,1
0,-1.5026196981588953,7.708262651666011,2.2183594452324007,-6.528376123737374,-4.587235760587669,-3.8002761218323116,-4.968923932255713,-2.277264292553812,3.1950244263899186,-3.962521657573319,8.449328897669824,-3.5858389087850764,-3.70928950949768,-1.993829390987221,8.617383509427828,-7.510399250996579,0
0,-1.47110056132729,7.669838215388471,2.3747259033130965,-6.590549830540471,-5.178781789425925,-3.587113563908639,-4.951873492675694,-2.013398827711807,2.052332046384155,-4.405372695193303,9.006970663926964,-2.8280010679813645,-3.407530942356015,-2.1083993821712643,8.852798895402133,-7.025102118682908,0
1,-4.370398973158478,0.923348076657841,5.382891675556044,-6.143932057982613,-5.490693953909607,-2.5415630769673925,6.362765414591516,-8.251026886242931,1.7773400427478832,-2.404702931472109,2.075892258223345,-8.695177458475108,-5.310624025365521,-6.100092139238484,9.357410801265935,-4.6586123672706705,1
1,-3.547268388859777,1.6531682566135273,5.321532086238838,-6.689982522703449,-5.944180910207029,-2.7928759185489613,6.049195624465862,-7.623965224009346,0.5485757660813232,-3.3271798620010244,1.401069691533809,-10.031298293157647,-4.409456247226348,-5.5036880509055015,8.806907337330184,-4.536715038293977,1
1,-3.3914246229520355,0.4321538235412913,5.380934433047663,-5.973411256417652,-5.039397162531299,-3.3151809785223465,6.264405461275552,-8.607978210273622,1.6268626543117615,-3.4073010715487593,2.097819126649993,-9.717915634720212,-4.321801672024619,-6.021984462225724,8.073085030434825,-4.383948169131372,1
0,-1.3407396009598522,7.225873590803152,3.2863783649475744,-6.447592685587397,-5.036215578822521,-3.2407272557743614,-4.874787098902254,-2.8104493915037976,2.4699320897428265,-5.607251742446994,8.539278152417326,-2.4587028443654297,-3.3453667293460536,-0.6908925572828848,7.5468788149465595,-6.9241100904716,0
0,-2.524996948994235,6.837646014447657,2.144739141045123,-5.662226407026106,-5.104580353721833,-4.113547299982977,-5.179291393211389,-2.248510119458158,2.5486053033697393,-3.7296395597723437,8.542829746831577,-2.8717211798905833,-3.8155019194756292,-3.4607282538676447,8.36870889285738,-7.105877360345839,0
0,-1.1277285200281755,7.940050730328833,2.2528815654345493,-6.50535756452052,-4.83640818338534,-4.133259989359342,-4.709205003108373,-1.8587035645759682,2.809124192941701,-4.738298210323147,8.106251116913402,-3.791604043971643,-3.8315379658776014,-3.430106153200376,8.918511132262905,-6.797551330080404,0
1,-2.968923730655289,0.4566751828369465,4.857481294262093,-6.5875548104734785,-6.089498565582951,-3.045509516293033,6.820696854201994,-8.078540313425068,1.1285280671847795,-3.3111879643691173,1.3089774516418853,-9.308252810371833,-4.096760611599654,-5.43686499455833,9.19783073546874,-3.395959030432648,1
0,-1.5809268952276214,7.486919583283792,2.282804669888316,-6.153638823636346,-4.40666745912872,-3.2366546006013106,-4.248991903882684,-1.712474726278773,2.7712130159317865,-4.966215545186027,8.655917869333516,-3.7104706050573775,-3.9604247636681875,-2.0924628965597045,9.279691332162423,-7.786325896421356,0
0,-1.475007825454102,7.6392653633235215,2.158831438427444,-6.442749193414607,-4.825494278766972,-3.8256560956159142,-6.045043938880782,-2.6734227623489755,3.1964239082787933,-4.863559298122323,8.19222287554609,-3.363304967897574,-3.9436154809648087,-2.3975992178638146,9.15137630982018,-6.142082780135052,0
0,-1.688237655114425,6.530073498156991,2.418506087317972,-6.042200602610178,-4.6661128256595275,-4.280337965270139,-4.681585414907196,-2.731191389538372,3.221243776507161,-5.021851934397316,9.001147765243449,-3.111965141218692,-2.933984920636143,-2.079238369883463,7.67702271025256,-6.9619155864123075,0
0,-1.3124594577976418,7.8195243003024135,2.660016845139672,-7.082322468889893,-5.3778653297790155,-4.1292578309116985,-4.043343165026317,-2.2031335349084054,3.1423223221065566,-4.698399363598697,8.933742512713902,-2.916249062824959,-3.3382498442326503,-1.9869193276197383,8.961693266812143,-6.77491502531619,0
1,-3.55408394424278,1.4544131700484408,5.017088221955445,-6.262123963382831,-5.465883914733379,-2.629439386733662,5.763284622664555,-6.789580574068048,1.0656462703890168,-2.9960230932646494,1.957490407152725,-10.897394968511113,-4.743726010779554,-6.216375255546314,8.794392624758984,-3.44781041016542,1
1,-4.374712323414752,1.6111700590970264,4.626559632893199,-5.764777071098995,-4.7815678831252875,-2.001374169272599,6.176926866690892,-7.949404190497429,1.6643255673986168,-2.505393736366344,1.9497805312933398,-9.498002470219433,-3.787730974778203,-4.999393419135929,8.857907886623787,-3.8596774303043015,1
1,-3.3575464716579995,0.9466111935318425,5.438085814008764,-5.864457573396084,-4.568634072225326,-3.0163031361793924,6.6625889156715905,-6.723542695962664,1.453065183901166,-3.5658650780706336,1.3688421035750138,-10.383043127463061,-4.3209729270122,-6.480306982823081,8.949742175222617,-4.393799759436659,1
1,-3.981406362910508,0.9244428108378321,6.0888480294983545,-5.542444189466836,-5.652785489350729,-2.9630308138918253,4.964021287163117,-7.684699730724091,0.6518917531003126,-2.7409972394348245,1.7258263470803588,-8.809565195292542,-3.4658500057123076,-5.435521179918217,8.228926229054242,-3.3333872745091893,1
0,-1.2991506662149206,6.903405286983039,2.190720377320023,-6.466985313344618,-4.4035432673696935,-4.653733914990486,-3.589529177542452,-1.5272111111671,3.7305766981263444,-5.142061848698885,7.828633721250073,-2.6081145089179403,-4.084937993041439,-2.142064480167123,8.271142498741332,-6.97653646987494,0
1,-3.2209843557814417,1.1462635339656153,5.85910300996232,-5.6136651257784,-5.695159088140058,-3.4933448417964454,6.979088699077972,-7.106112588417513,0.7212648810463392,-3.169242052875652,1.881012845957476,-8.74058420967427,-3.6835653218639943,-5.70640951274774,7.732821672300407,-2.9353945491391022,1
1,-2.661575234521368,0.5363720867614467,4.946734615339085,-5.517719056716899,-4.723563014982087,-2.8928659612149024,6.10884437116616,-7.807554136481525,1.033339991131177,-3.7946058776558598,1.6144591334715013,-9.368417825450722,-4.075750669756117,-5.283240107701549,9.373577031767205,-3.2813050865673414,1
1,-3.184328411675115,1.073113621674052,4.724920031066946,-5.099668370823235,-6.223158738488302,-3.2420888511015233,5.814705751626239,-7.7418295178836285,0.7861218233628228,-3.145349723725798,1.4263841874987166,-8.956833541479476,-4.296934519966641,-6.001361958711825,9.31682791001239,-3.350382237574718,1
1,-3.4179054853158544,0.6400585676547714,5.864679349288458,-6.285534042751432,-5.196956396603504,-2.676283846738047,5.928700722071899,-7.198433419284192,2.6786329613848707,-2.681768990865347,2.4052699917469784,-9.765970887353294,-4.14526618816013,-7.188007177721721,8.649533690234314,-3.910985591963383,1
0,-1.6945661344611054,7.539126989961317,2.3777893445009948,-7.009820333016145,-4.27968326714705,-2.826104914461735,-5.935677944852245,-1.6662266321228572,3.216656858406502,-4.6003524466842505,8.22790882957836,-3.054620351898906,-3.5634734569596542,-3.5918955862219697,8.157829228003765,-6.353668319922409,0
1,-2.7086048114200643,1.3961828847486357,4.049269946681791,-5.914571692884867,-5.131917756494176,-3.092369557109201,5.704922053810936,-7.102958454990937,1.2355081484486303,-3.0441284851765222,2.305251735088289,-9.73282065070578,-3.4770492055465145,-5.7648254256639175,8.391433810372986,-3.789754537250193,1
0,-1.101881881537365,7.556128377874202,1.7582850893002586,-5.840168175189588,-4.750214241494517,-4.804820022780248,-5.246997862615252,-2.0641702940410487,2.2682185992911874,-4.965656257326613,7.46670288558358,-2.4997827957168557,-3.069168713431238,-1.487984465821027,8.955005024626272,-7.240933601906714,0
1,-3.780711636286532,0.4146199215994446,4.979615529613259,-5.997940498061625,-5.506472796254368,-2.654917435264723,5.852953614560618,-7.589086686457468,0.8418027621301589,-3.0629118403751248,1.9503832766574896,-9.090073262919606,-4.496988764982948,-5.849991910708327,8.140892413060364,-4.584125169431036,1
1,-3.2491386534220053,1.3862292446171658,5.311402458616675,-5.403270107322436,-4.824004247032472,-3.1349644456489,6.077545110772199,-7.175208141161597,0.79170737740708,-3.957332728530389,1.7761375238488022,-8.938145738644923,-5.10774049050967,-5.757239059841501,8.538602177647569,-3.587856952984726,1
0,-1.8921719666860093,7.2295146954801925,2.7422379991430548,-6.696229419798098,-4.765686699210877,-3.5992788987356237,-4.644397261597426,-2.9574724821509686,2.5238364954214405,-4.204961896072945,9.647760563264999,-3.296747253987083,-3.949940086368224,-2.00798028297908,7.372587105265328,-7.57063904897041,0
1,-3.9241878328627395,1.5823192751615873,5.2274811631615625,-6.87644025196483,-5.0064719680906355,-2.1175801846974243,6.653492538991774,-7.198820287476339,1.1401664650185879,-3.626509429401958,2.1223106885100957,-8.834295410212318,-4.632359015214591,-5.722882823766045,9.16084358567847,-3.17030567970203,1
1,-2.477698168911047,1.2677702445351624,4.733240486125135,-6.129920106498126,-4.219436074766328,-2.75382937608687,6.798293669115829,-8.321000000178751,1.3687341697623154,-3.051353820344528,1.418565564115938,-9.86448040546684,-4.392675852345787,-6.638068924839394,9.26620927194364,-4.1134368863168325,1
0,-1.8085724035017834,6.937630962625524,3.2083247005233813,-6.349552909548665,-3.97046238961079,-3.7725855096996956,-4.92335587497687,-2.65475547604492,3.0778549684859575,-4.476954127867616,9.106288736246562,-3.133881009594182,-2.8771750374468743,-2.27002108205305,8.979040056235803,-7.224883358692939,0
0,-0.9860206717797514,7.888130727505009,1.3881178293531762,-6.860778409908526,-4.088701774006756,-3.589100928399997,-4.463347058056065,-1.722392784618778,2.2977520689951163,-5.261414376396788,8.519350509642305,-3.491114134782192,-3.936380584743447,-1.9527555784968238,8.107609423550267,-6.586969429437833,0
1,-3.4650422488801373,0.3356935622566528,5.896000313787452,-6.335853118433382,-5.299051123755146,-2.896043711304691,6.692240780120624,-8.197035579032834,1.9633223359737397,-3.481085390250695,1.7011056651697722,-8.688694886850971,-4.55216665231848,-5.7721600091143035,8.35548786219155,-4.332031148944324,1
1,-2.7854037238239333,1.0101972565102246,5.3195507066868934,-5.4479313531809135,-5.580765175859623,-2.249043915247252,7.239221527627202,-7.346055682132647,0.9314413185154453,-2.8265518688618676,1.7231627722539036,-8.337815898689655,-3.968395830664518,-6.970784319525322,8.604195321966017,-3.8844653694882734,1
0,-0.9574314598762973,7.931516614962254,1.9294756707649272,-7.35956631616202,-5.34513536829855,-3.8701622009422385,-4.3347642915869855,-2.101756267789669,2.5792620889758187,-5.071610919617344,8.733435629243969,-2.82765534143859,-3.8724737203918442,-2.55663026487879,7.807733632532492,-6.739152951079202,0
0,-0.9156926600421964,7.397371054048352,2.64410014651103,-6.529533104155208,-4.4133248050003475,-3.9141376905649587,-4.989719489823583,-2.1031701408443344,2.061951283442287,-4.553916615497656,8.498496509456553,-2.6432175798275757,-3.742508756189145,-1.8312596398884422,8.913531716554619,-6.790697288880647,0
1,-3.271303783283402,0.6777363075013911,4.624467279513402,-5.376966420287515,-5.453547003348906,-2.194113161514787,5.979245820015724,-7.5922988128438185,0.8273997383942789,-3.679206908856395,1.229533420384811,-9.309516752199963,-3.4919498817703696,-6.197777430499383,9.315577558731281,-3.8144428828684016,1
1,-4.095565368460354,0.6102037316133281,5.044960123803755,-5.75114776621548,-5.231508844018569,-1.6455613419289608,5.732933863552458,-8.204380130787325,1.1081522012748914,-2.502763940297746,2.583725268511064,-9.186929587147922,-5.246355550651074,-5.647649375758909,9.033889308503547,-4.0165747060922525,1
0,-1.16392240927948,6.99817352378333,2.191072122254654,-6.603765506028073,-5.160093722065748,-4.425101752011238,-5.7150325242303825,-2.0955792123983743,2.2878943145703556,-5.22718013916753,7.575806734171172,-4.213917266160919,-2.968903565801797,-1.8984933856037758,8.540290383552952,-6.436517294071093,0
0,-1.3063438440921715,6.248418071143244,3.210672791815963,-6.27753439329997,-5.270135552502102,-4.286285765369322,-4.31537786424173,-2.682905106274673,2.50703041926579,-4.310898616844102,9.352495397206123,-3.5131347621946474,-3.6388930332566547,-2.881130669912931,8.982962924947635,-7.063489800157341,0
1,-3.1716102477769503,0.9354736592384086,5.362833329790979,-6.062782410691145,-6.06834440344524,-2.874979626603598,6.234959625564175,-7.833785011172544,1.995560332659441,-2.569974358033869,2.3244509537882942,-8.97528385945064,-3.795304809898939,-6.161832292429917,9.011793545885213,-3.744445631705824,1
0,-0.8015363522900423,7.7844774672990535,3.3001902231795124,-5.896305775078254,-4.780296774710766,-4.014037714587223,-4.664863145727555,-2.298138067125028,2.8535523986953475,-4.679459782639957,8.453854786227199,-3.947390225147502,-3.967387219991645,-2.2750176750369313,7.91609710553925,-6.852085676423841,0
0,-1.4144688770105207,6.480113584121067,3.089045129829175,-7.399095692759156,-4.9548838982637635,-3.706359920507159,-5.511616001271344,-2.602314871186247,2.516318694456205,-4.77893076021445,8.939918508217655,-3.1344929603715714,-4.298261289918037,-2.532674070120112,9.026920416542959,-6.558359652856541,0
0,-1.480235572172156,7.162671609953916,2.3246757616232667,-5.842647551411804,-3.7455118973931603,-3.5085538195511994,-4.460613517221633,-1.4460470475286586,2.7655002719515442,-4.440058280978677,7.8873193717874885,-2.486209542742107,-3.9344492202852304,-2.3460308516253248,8.60658014680006,-7.272939811449857,0
0,-0.7730066120166894,7.085167205629732,2.5675326748414617,-6.727714656109641,-4.987521558013244,-4.1174651227205015,-5.544631187394024,-2.1515811535314695,2.9943918420774605,-4.638704876725465,7.986611871505864,-3.6568662105741043,-3.8722477070380332,-1.740498046996143,7.910105443347877,-6.604321603939922,0
0,-1.320567259021057,6.93015345616858,2.2865643345919286,-6.782648213945896,-4.668220615207995,-3.8230526745965197,-5.244122477277995,-1.7028527523037553,2.4226890317036722,-4.95916623490077,8.193257962912238,-2.3197803637318155,-3.9499661997815747,-2.042882437826502,7.847136257525225,-6.917974439572362,0
0,-1.3510587672537078,7.434720714980273,2.8961291300989136,-7.009697864657408,-5.9614444340072215,-3.8298977735831023,-5.304525502881988,-2.229647204880043,3.214232974826513,-4.931362043873575,9.037516354739903,-3.1461177514150642,-2.9357512041408547,-1.816052365486374,8.69004622328042,-6.568993296594977,0
